1.26513,1.27244,1.27171,0.997371,0.775992,0.2432,0.2496,0.248,0.2592,0.998623
0.885028,1.06162,1.0057,0.992125,0.909178,0.237,0.2582,0.2514,0.2534,0.920237
0.827428,1.20764,0.851503,0.923047,0.899746,0.2486,0.2542,0.2456,0.2516,0.8931
0.958154,0.866062,0.922456,0.839288,0.848546,0.2626,0.266,0.237,0.2344,1.07431
0.879833,0.854054,0.736698,0.742825,0.691949,0.2496,0.2544,0.2462,0.2498,0.936808
0.840394,0.969978,1.00159,1.16283,1.08559,0.261,0.2524,0.2408,0.2458,0.928771
0.69986,0.930788,1.0174,1.04559,0.822393,0.2594,0.247,0.2476,0.246,0.891883
0.893379,0.626285,0.789263,0.65483,0.826051,0.245,0.2574,0.26,0.2376,1.03373
1.00559,1.19956,0.823203,0.802551,1.00492,0.2482,0.2448,0.2436,0.2634,0.890379
1.45808,1.526,1.76571,2.07768,1.95817,0.252,0.236,0.2478,0.2642,1.06127
0.747627,0.749894,0.774597,0.714788,0.964264,0.2516,0.247,0.2546,0.2468,0.994793
0.735016,0.753012,0.688012,0.896931,0.584193,0.246,0.2514,0.248,0.2546,1.11519
1.06839,0.914927,1.30086,1.521,1.33153,0.2698,0.2572,0.2374,0.2356,0.931735
0.904016,1.02866,1.11177,0.812789,0.892417,0.2652,0.2468,0.2358,0.2522,1.05872
0.652233,0.954224,0.729108,0.892754,0.803722,0.2604,0.2636,0.2244,0.2516,1.12486
1.3581,1.4927,1.10288,0.988644,0.86422,0.2286,0.2666,0.2496,0.2552,0.998325
1.20625,1.03652,1.2972,0.886357,0.964686,0.251,0.254,0.2614,0.2336,1.01095
0.91188,0.76788,0.954908,0.944341,1.05356,0.253,0.2418,0.2556,0.2496,0.941762
0.777193,1.09212,1.21135,0.868451,0.85158,0.2546,0.2598,0.2622,0.2234,1.05256
1.19313,1.14577,0.78005,1.02047,1.12304,0.2442,0.2538,0.2544,0.2476,1.03132
1.06242,0.847276,0.955003,1.14352,1.23482,0.2634,0.242,0.254,0.2406,0.863494
0.71889,0.676947,0.66622,0.819246,0.810497,0.2602,0.2522,0.2434,0.2442,0.96565
1.03777,0.962218,0.936695,0.730308,0.888672,0.2574,0.2388,0.2554,0.2484,0.994404
1.55108,1.64686,1.76369,1.91371,1.91609,0.24,0.256,0.247,0.257,1.18145
1.06391,1.06106,1.00603,0.965186,0.833211,0.2606,0.2478,0.2502,0.2414,0.938847
0.724525,0.756853,0.880724,0.9504,0.816566,0.2468,0.2522,0.2488,0.2522,0.973865
1.12997,1.0466,0.940395,1.33228,0.943559,0.2552,0.2362,0.2632,0.2454,0.923126
0.811225,0.8861,0.801028,0.852253,1.016,0.2458,0.262,0.252,0.2402,1.11319
1.26725,1.13978,1.18417,0.702385,0.710717,0.2316,0.2694,0.2444,0.2546,1.06013
0.803189,0.915627,0.646022,0.917739,0.933881,0.2596,0.2362,0.2368,0.2674,0.879446
1.20438,1.47536,0.946692,1.22495,1.20638,0.2498,0.2344,0.2524,0.2634,0.904737
1.07772,1.01337,1.09016,0.765154,0.975936,0.2634,0.2496,0.239,0.248,1.06583
0.903158,0.795778,0.776744,0.605503,0.866781,0.249,0.2454,0.2522,0.2534,1.07249
1.7686,1.2271,1.32011,1.34496,1.312,0.2422,0.2456,0.2584,0.2538,0.909939
1.10939,1.02845,0.830291,1.08331,1.24638,0.263,0.258,0.2184,0.2606,1.05233
1.14428,1.1293,0.981605,1.43957,0.989558,0.2518,0.2404,0.2372,0.2706,1.07616
1.07415,1.1096,1.16914,0.747961,1.0686,0.2608,0.2334,0.261,0.2448,1.00136
1.02509,1.01515,1.3435,0.859065,0.932192,0.242,0.2534,0.2554,0.2492,0.885469
1.10145,0.86888,1.21938,1.09872,0.995521,0.237,0.2492,0.2532,0.2606,1.07596
1.12029,1.12619,1.28463,0.913084,1.28728,0.248,0.2494,0.2524,0.2502,0.945278
0.974556,1.02194,0.968191,1.05959,0.660083,0.2442,0.2588,0.2356,0.2614,1.09987
0.921826,0.890626,0.884744,0.864437,0.910251,0.2362,0.2524,0.2528,0.2586,0.918503
1.11211,1.22074,1.02677,1.03272,1.01945,0.2322,0.2546,0.2418,0.2714,1.01916
0.956818,0.991717,0.863967,0.734955,0.759662,0.237,0.2582,0.2494,0.2554,1.04821
1.52437,1.15377,1.28632,1.31352,1.35668,0.234,0.248,0.2576,0.2604,0.906769
1.85815,1.23837,1.21332,1.75338,1.72448,0.2522,0.2296,0.2616,0.2566,1.00761
1.44041,1.53273,1.0342,1.28065,0.93601,0.2438,0.248,0.2428,0.2654,1.00187
1.05318,0.924121,1.15371,1.17183,0.97139,0.2472,0.26,0.247,0.2458,1.05373
1.08654,0.795634,0.755315,1.06903,0.820652,0.2474,0.2466,0.2482,0.2578,1.00746
0.983766,1.09164,0.663969,0.736977,0.896458,0.2394,0.2544,0.2526,0.2536,0.92069
0.806514,1.14748,0.909856,0.777849,0.83188,0.2572,0.2552,0.2502,0.2374,1.03532
1.70029,1.53168,1.61708,1.38651,1.09633,0.2382,0.2412,0.2664,0.2542,0.992607
1.02319,0.917824,1.02144,0.789398,0.763727,0.2458,0.2488,0.2522,0.2532,0.91122
0.854178,1.17431,1.20129,1.13732,1.16438,0.2636,0.2384,0.2614,0.2366,0.914121
0.952706,1.12971,1.12083,1.18454,1.21913,0.2616,0.237,0.245,0.2564,1.01012
0.943677,0.937744,0.972594,0.966778,0.917898,0.2576,0.2498,0.2466,0.246,1.13866
1.00014,0.938009,1.21377,1.06154,0.813078,0.234,0.2628,0.25,0.2532,1.02078
0.745786,0.912579,1.05703,0.878489,0.909559,0.26,0.2578,0.2284,0.2538,1.04157
1.53204,1.25743,1.61453,1.08576,1.13886,0.247,0.2304,0.257,0.2656,0.99289
0.82209,0.582188,0.726029,0.893221,1.09628,0.2682,0.2542,0.242,0.2356,0.971707
0.728859,0.850633,1.10972,1.31646,0.897554,0.2432,0.2446,0.2568,0.2554,0.993248
0.808779,0.919406,1.11299,1.01314,0.826392,0.2596,0.2506,0.244,0.2458,1.00643
0.888267,0.980605,0.861556,1.08934,1.08572,0.2754,0.2352,0.238,0.2514,0.981846
1.27701,1.03091,0.961418,0.747295,0.991835,0.2474,0.2528,0.2478,0.252,1.01836
0.738079,1.29496,1.39963,1.19461,1.35448,0.246,0.2606,0.238,0.2554,0.993645
0.760475,1.12246,1.17086,0.947585,0.561619,0.2544,0.2556,0.245,0.245,0.898551
0.835237,0.737944,0.741854,0.706237,0.965362,0.2644,0.2328,0.2546,0.2482,0.953204
1.04268,1.3659,1.20645,1.56144,1.2702,0.2524,0.249,0.245,0.2536,0.886651
1.01167,0.95727,1.3188,0.975122,1.17357,0.2306,0.2732,0.2486,0.2476,0.957875
0.882203,0.931811,1.20251,1.21812,0.886694,0.2604,0.2382,0.2502,0.2512,1.03214
0.973485,1.10875,0.965612,0.893567,1.18433,0.2622,0.2526,0.2458,0.2394,1.00846
0.968036,0.851148,0.986075,0.953635,0.791992,0.2478,0.2446,0.2514,0.2562,1.06655
1.09617,1.08496,1.07384,1.08017,1.12737,0.2512,0.2486,0.2544,0.2458,0.976605
0.84837,0.972752,0.826198,0.731443,0.89543,0.254,0.251,0.2492,0.2458,1.13018
1.12191,1.16225,0.773025,1.18647,0.92639,0.2336,0.2508,0.236,0.2796,0.919412
1.0457,0.711577,1.17107,1.03775,0.64523,0.2462,0.2632,0.2522,0.2384,1.07057
0.892033,0.902434,0.728806,0.984247,1.02472,0.2528,0.2458,0.2372,0.2642,0.882845
1.24933,1.22663,1.07208,1.07356,0.943967,0.2526,0.2438,0.2556,0.248,0.928382
1.02041,1.11148,0.935857,0.914624,1.0109,0.2642,0.2536,0.2392,0.243,0.941858
1.21405,1.03536,1.20884,1.21266,1.13989,0.252,0.2412,0.243,0.2638,0.912207
1.60742,1.14663,1.23969,1.27868,1.49001,0.25,0.233,0.2688,0.2482,1.07397
0.810751,1.0224,0.834784,0.890592,0.891494,0.2566,0.2488,0.253,0.2416,0.961365
1.25484,1.15139,0.958454,1.11545,1.16783,0.2466,0.2444,0.2494,0.2596,0.934805
0.896872,0.676218,0.98107,0.806248,0.733767,0.2568,0.2586,0.2508,0.2338,1.05534
1.13725,1.28772,1.20919,1.20341,1.20467,0.2418,0.229,0.2556,0.2736,0.948986
1.09236,1.02404,1.05893,1.20641,1.22936,0.2516,0.2616,0.2418,0.245,1.0634
0.915598,0.965673,0.901115,1.12084,1.05655,0.258,0.2442,0.2602,0.2376,0.983305
1.11837,1.05076,1.15615,0.711068,0.562165,0.2424,0.2612,0.2436,0.2528,1.01175
1.39413,1.24148,1.31564,1.26193,1.35636,0.2528,0.236,0.263,0.2482,1.12218
1.36199,1.26859,1.22597,1.06972,0.985499,0.2436,0.2584,0.2454,0.2526,1.10933
0.852468,1.02677,1.20569,0.95104,1.14349,0.243,0.2432,0.252,0.2618,0.961154
0.966193,0.78914,0.725227,1.05986,0.650047,0.2608,0.2412,0.2408,0.2572,1.09108
1.2044,1.20331,0.838043,1.01357,1.14242,0.2566,0.2414,0.2456,0.2564,0.929883
1.01083,0.891629,0.998909,1.07921,1.35965,0.2554,0.267,0.2378,0.2398,0.994395
1.10529,0.978354,0.809673,0.950007,0.818483,0.2368,0.264,0.2504,0.2488,1.16341
1.26246,0.952578,1.07004,1.17367,1.11458,0.2376,0.256,0.2354,0.271,1.07782
1.28526,1.04722,1.03483,1.22627,1.25008,0.2426,0.263,0.2326,0.2618,1.2166
0.711684,1.01969,0.853277,0.938771,0.903331,0.2466,0.2562,0.2554,0.2418,0.950472
0.670228,0.803436,0.553205,0.885667,0.816571,0.254,0.2508,0.2466,0.2486,0.947723
0.831826,0.867774,0.787451,0.782575,0.89097,0.2416,0.2466,0.2534,0.2584,0.913361
