0.0001,3.45687,5.34015,1.4461,4.97505,0.1,0.22,0.3,0.38,3.36119
0.0001,1.74297,0.172815,1.33435,1.06953,0.3,0.12,0.14,0.44,1.71139
33.9093,0.0001,100,29.1003,67.7876,0.28,0.28,0.32,0.12,1.0172
0.0955425,1.88903,11.9968,1.27023,3.65377,0.34,0.3,0.3,0.06,0.933823
46.3802,3.43083,0.0001,30.4188,26.9347,0.18,0.08,0.34,0.4,5.49213
0.16446,0.0001,0.130286,0.0001,0.213088,0.32,0.22,0.2,0.26,5.33418
17.6976,7.66396,100,14.3254,0.0001,0.28,0.3,0.36,0.06,998.429
70.3037,38.4727,0.0001,59.9627,100,0.08,0.56,0.2,0.16,1.86586
0.872676,2.95546,0.144365,0.0001,1.95722,0.34,0.14,0.12,0.4,998.439
0.96282,0.0001,3.46052,0.0001,0.365341,0.2,0.22,0.26,0.32,1.14037
0.614845,0.513357,1.02895,1.08165,2.23543,0.16,0.22,0.38,0.24,998.442
0.148307,0.191317,0.0001,0.0301026,0.181671,0.2,0.34,0.32,0.14,998.431
1.70332,2.90206,0.0001,0.262393,2.89372,0.34,0.26,0.16,0.24,0.404163
10.8418,0.0001,0.589981,0.0001,0.0001,0.38,0.1,0.22,0.3,998.489
100,1.24249,23.5406,27.1075,15.2167,0.24,0.16,0.34,0.26,2.61418
0.137169,1.80896,0.0001,2.22311,2.15704,0.24,0.28,0.1,0.38,0.311731
3.58448,0.381023,0.0001,0.538502,0.775764,0.14,0.26,0.2,0.4,0.689865
0.32522,0.0001,2.58316,0.368303,0.221229,0.2,0.24,0.3,0.26,998.264
5.93767,1.31178,2.88696,2.51108,2.28247,0.22,0.22,0.28,0.28,998.394
0.0001,48.4399,15.7314,85.1163,74.6917,0.32,0.12,0.32,0.24,0.471636
9.95324,1.53823,0.0001,0.0001,0.426797,0.08,0.26,0.36,0.3,0.556691
53.1307,18.6477,100,52.0602,0.0001,0.24,0.5,0.06,0.2,0.992534
0.0001,0.192807,0.26946,1.39065,2.54997,0.24,0.14,0.2,0.42,998.448
0.909814,2.36354,0.0001,0.705425,2.32861,0.08,0.46,0.34,0.12,2.81594
100,76.0727,43.323,16.6555,31.0792,0.18,0.22,0.34,0.26,998.714
0.995989,0.822815,0.205349,0.636506,1.02494,0.18,0.36,0.2,0.26,5.12705
4.25297,0.0001,2.25406,0.893296,1.02944,0.08,0.26,0.38,0.28,998.444
0.210078,0.180289,0.408655,5.77646,0.0001,0.4,0.26,0.12,0.22,4.37308
82.062,11.5523,39.1684,100,8.93197,0.28,0.24,0.32,0.16,2.06541
0.926635,0.0001,2.16855,0.309394,0.255638,0.28,0.34,0.28,0.1,1.58365
36.0029,5.06621,100,26.4642,0.0001,0.3,0.16,0.24,0.3,0.243563
0.395147,0.535013,0.425818,5.90156,0.321801,0.24,0.1,0.38,0.28,998.696
2.1312,0.0800567,1.31907,4.6686,0.22606,0.28,0.32,0.04,0.36,1.37943
